	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1	Unnamed: 0.1.1	user	sex	age	user_1grams	user_2grams	user_3grams	avr_mentions	avr_punctuation	avr_text_size	avr_starts_with_capital	avr_ends_with_punctuation	avr_capitals	avr_words_count	vocabulary_richness	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	LS	MD	NN	NNS	NNP	NNPS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	,	.	)	(	:	$	''
10	10	10	10	10	3832ba1572727deb24c4969ac0b2587d	FEMALE	"25-34




"	0.8873720136518771	1.1353811149032993	1.1683731513083049	1.3879408418657566	4.771331058020478	140.54835039817974	0.5517633674630261	0.5483503981797497	0	0.022753128555176336	60.47926968429061	1.6757679180887373	0.2992036405005688	0.944254835039818	0.017064846416382253	0.011376564277588168	1.6803185437997725	1.0705346985210467	0.04778156996587031	0.05233219567690557	0.0	0.11717861205915814	3.4323094425483505	0.9101251422070534	1.9101251422070535	0.05233219567690557	0.012514220705346985	0.0	0.6951080773606371	0.3174061433447099	0.5199089874857793	0.03526734926052332	0.011376564277588168	0.06825938566552901	0.0034129692832764505	0.3845278725824801	0.013651877133105802	0.626848691695108	0.18543799772468714	0.3242320819112628	0.5073947667804323	0.4197952218430034	0.37770193401592717	0.03185437997724687	0.11262798634812286	0.0	0.14789533560864618	0.4379977246871445	0.8680318543799772	0.07167235494880546	0.03526734926052332	1.9431171786120591	0.026166097838452786	
11	11	11	11	11	00db29c2dc1d87c8f07b72d753f7f2c0	MALE	"35-49




"	0.741	0.993	1.037	0.805	4.52	95.421	0.5589999999999999	0.637	0	0.019	50.171821305841924	1.278	0.244	0.825	0.02	0.003	1.123	0.79	0.019	0.029	0.0	0.125	2.283	0.481	1.982	0.007	0.004	0.0	0.896	0.152	0.73	0.018	0.005	0.05	0.0	0.244	0.042	0.534	0.238	0.271	0.123	0.364	0.272	0.016	0.056	0.0	0.064	0.508	1.259	0.279	0.143	1.473	0.01	
12	12	12	12	12	25535d379c3ab7f473305ceace304e8c	MALE	"35-49




"	1.290448343079922	1.5692007797270957	1.6198830409356726	0.8440545808966862	3.134502923976608	111.02923976608187	0.7543859649122807	0.6179337231968811	0	0.025341130604288498	63.721185510428114	0.7251461988304093	0.3255360623781676	0.7543859649122807	0.015594541910331383	0.003898635477582846	1.5477582846003899	0.8771929824561403	0.03508771929824561	0.025341130604288498	0.0	0.08382066276803118	2.290448343079922	0.5614035087719298	2.789473684210526	0.03313840155945419	0.009746588693957114	0.0	0.50682261208577	0.1968810916179337	0.5146198830409356	0.015594541910331383	0.005847953216374269	0.04093567251461988	0.0	0.3157894736842105	0.01364522417153996	0.4834307992202729	0.2222222222222222	0.3001949317738791	0.10916179337231968	0.3001949317738791	0.32748538011695905	0.021442495126705652	0.037037037037037035	0.0	0.05458089668615984	0.6198830409356725	0.3138401559454191	0.3469785575048733	0.22612085769980506	1.128654970760234	0.025341130604288498	
13	13	13	13	13	11bc4f9bbb9a6a7f1e990281c7e4b29d	MALE	"25-34




"	0.583	0.757	0.79	0.799	3.3480000000000003	84.083	0.57	0.547	0	0.009000000000000001	21.509009009009013	0.659	0.229	0.771	0.019	0.004	1.045	0.971	0.039	0.026	0.0	0.111	2.262	0.423	1.171	0.013	0.01	0.0	0.784	0.166	0.78	0.017	0.004	0.034	0.007	0.238	0.042	0.422	0.325	0.276	0.109	0.338	0.307	0.023	0.041	0.001	0.069	0.311	1.478	0.285	0.02	0.912	0.022	
14	14	14	14	14	0dc5cd49689cd42b3b9e0786b59165bc	FEMALE	"35-49




"	0.752	0.906	0.936	0.032	2.844	137.22299999999998	0.978	0.988	0	0.021	45.141065830721004	0.68	0.403	1.502	0.033	0.007	1.563	1.099	0.133	0.067	0.0	0.136	3.625	1.547	2.555	0.049	0.001	0.0	0.616	0.255	0.337	0.029	0.009	0.11	0.0	0.429	0.0	0.575	0.186	0.865	0.309	0.602	0.789	0.021	0.042	0.0	0.075	0.202	0.788	0.017	0.017	2.119	0.03	0.001
15	15	15	15	15	41c74bff447d5397d817074168496fa9	FEMALE	"50-64




"	0.8105590062111802	0.903726708074534	0.9316770186335404	0.5652173913043478	2.459627329192547	98.07453416149069	0.7391304347826086	0.4596273291925466	0	0.059006211180124224	0.0	0.782608695652174	0.2111801242236025	0.6521739130434783	0.006211180124223602	0.0	0.9503105590062112	0.6335403726708074	0.012422360248447204	0.006211180124223602	0.0	0.037267080745341616	1.9627329192546583	0.39751552795031053	3.1552795031055902	0.012422360248447204	0.018633540372670808	0.0	0.13664596273291926	0.08695652173913043	0.14906832298136646	0.0	0.006211180124223602	0.043478260869565216	0.0	0.16770186335403728	0.012422360248447204	0.2981366459627329	0.12422360248447205	0.2795031055900621	0.08695652173913043	0.14285714285714285	0.16149068322981366	0.006211180124223602	0.018633540372670808	0.0	0.049689440993788817	0.19254658385093168	0.2422360248447205	0.024844720496894408	0.024844720496894408	1.1677018633540373	0.018633540372670808	
16	16	16	16	16	21a3849c161a739c6c7b557ca39ea04e	FEMALE	"65-xx




"	1.9469696969696968	2.2424242424242418	2.303030303030303	0.4772727272727273	2.484848484848485	125.59848484848484	0.8712121212121212	0.5	0	0.06818181818181818	75.23277467411546	0.9242424242424242	0.30303030303030304	0.6590909090909091	0.0	0.0	1.3181818181818181	0.5909090909090909	0.007575757575757576	0.0	0.0	0.045454545454545456	2.037878787878788	0.3560606060606061	3.878787878787879	0.030303030303030304	0.0	0.0	0.30303030303030304	0.16666666666666666	0.29545454545454547	0.015151515151515152	0.0	0.08333333333333333	0.0	0.29545454545454547	0.007575757575757576	0.4393939393939394	0.17424242424242425	0.3333333333333333	0.11363636363636363	0.11363636363636363	0.14393939393939395	0.0	0.030303030303030304	0.0	0.05303030303030303	0.08333333333333333	0.44696969696969696	0.022727272727272728	0.030303030303030304	1.3181818181818181	0.007575757575757576	
17	17	17	17	17	81fd1684d9e48e7dfb3f389e4f0781db	FEMALE	"25-34




"	0.5295295295295295	0.7367367367367368	0.7797797797797797	0.24024024024024024	2.6336336336336337	85.32932932932933	0.8318318318318318	0.4234234234234234	0	0.02002002002002002	47.390396659707726	0.6736736736736737	0.11511511511511512	0.8508508508508509	0.006006006006006006	0.001001001001001001	0.7847847847847848	0.6626626626626627	0.018018018018018018	0.03803803803803804	0.0	0.08008008008008008	1.7497497497497498	0.2752752752752753	2.5045045045045047	0.015015015015015015	0.004004004004004004	0.0	0.7917917917917918	0.2122122122122122	0.4034034034034034	0.004004004004004004	0.002002002002002002	0.13713713713713713	0.0	0.21021021021021022	0.014014014014014014	0.5575575575575575	0.35035035035035034	0.23823823823823823	0.1021021021021021	0.22922922922922923	0.2062062062062062	0.009009009009009009	0.06606606606606606	0.0	0.03203203203203203	0.3123123123123123	1.2052052052052051	0.07107107107107107	0.02902902902902903	1.043043043043043	0.002002002002002002	
18	18	18	18	18	a837091210532f5e37916bba89654b2d	MALE	"50-64




"	0.667	0.758	0.773	0.027000000000000003	1.801	110.552	0.947	0.023	0	0.015	57.340473003123606	0.341	0.151	0.45	0.004	0.002	0.872	0.247	0.014	0.018	0.0	0.032	0.426	0.208	4.849	0.062	0.0	0.0	0.069	0.039	0.079	0.004	0.002	0.009	0.001	0.225	0.002	0.15	0.042	0.191	0.037	0.052	0.167	0.005	0.023	0.0	0.06	0.138	0.129	0.022	0.024	1.389	0.019	
19	19	19	19	19	07d5234843a6d62ae0db4dbcca854c43	FEMALE	"35-49




"	0.7071583514099783	0.920824295010846	0.9425162689804772	0.5715835140997829	3.605206073752712	109.67787418655098	0.6084598698481561	0.5911062906724512	0	0.01843817787418655	52.47208931419458	0.9631236442516269	0.3329718004338395	0.8459869848156182	0.014099783080260303	0.009761388286334056	1.1973969631236443	0.8145336225596529	0.026030368763557483	0.01843817787418655	0.0010845986984815619	0.08676789587852494	1.9804772234273318	0.7928416485900217	2.8373101952277655	0.028199566160520606	0.008676789587852495	0.0	0.7288503253796096	0.23969631236442515	0.455531453362256	0.008676789587852495	0.005422993492407809	0.0596529284164859	0.005422993492407809	0.2418655097613883	0.02386117136659436	0.44251626898047725	0.18872017353579176	0.2418655097613883	0.113882863340564	0.5553145336225597	0.2928416485900217	0.021691973969631236	0.055314533622559656	0.0	0.0650759219088937	0.420824295010846	0.9175704989154013	0.15292841648590022	0.09002169197396963	1.6550976138828633	0.005422993492407809	
20	20	20	20	20	36b2593435e1bed13eb138c1973c13ed	MALE	"50-64




"	0.8494382022471909	1.1775280898876404	1.2314606741573029	0.8314606741573034	3.6460674157303368	121.88988764044943	0.6943820224719102	0.6584269662921348	0	0.0202247191011236	54.728074473297404	0.9955056179775281	0.2550561797752809	1.1786516853932585	0.014606741573033709	0.0022471910112359553	1.5303370786516854	0.8337078651685393	0.025842696629213482	0.033707865168539325	0.0	0.149438202247191	2.6820224719101122	0.6764044943820224	1.895505617977528	0.025842696629213482	0.0044943820224719105	0.0	0.5988764044943821	0.3235955056179775	0.36966292134831463	0.012359550561797753	0.0056179775280898875	0.10112359550561797	0.0	0.3303370786516854	0.014606741573033709	0.6123595505617978	0.20898876404494382	0.3651685393258427	0.15393258426966291	0.298876404494382	0.41685393258426967	0.021348314606741574	0.14831460674157304	0.0	0.12471910112359551	0.3393258426966292	1.7359550561797752	0.010112359550561797	0.010112359550561797	1.050561797752809	0.010112359550561797	
21	21	21	21	21	084693fa3e344e2b5adde98331f2f549	FEMALE	"50-64




"	1.0546075085324231	1.3259385665529009	1.3737201365187712	0.9761092150170648	2.8071672354948807	93.52901023890786	0.6109215017064846	0.4556313993174062	0	0.023890784982935155	58.29694323144105	0.6143344709897611	0.18600682593856654	0.7389078498293515	0.008532423208191127	0.006825938566552901	1.1996587030716723	0.6723549488054608	0.02218430034129693	0.030716723549488054	0.0	0.1075085324232082	2.0341296928327646	0.5767918088737202	1.5597269624573378	0.013651877133105802	0.013651877133105802	0.0	0.5784982935153583	0.20477815699658702	0.4197952218430034	0.01877133105802048	0.0034129692832764505	0.052901023890784986	0.0034129692832764505	0.3924914675767918	0.01877133105802048	0.5819112627986348	0.18088737201365188	0.3361774744027304	0.13310580204778158	0.30204778156996587	0.23378839590443687	0.013651877133105802	0.07508532423208192	0.0	0.08020477815699659	0.25597269624573377	1.2764505119453924	0.03754266211604096	0.025597269624573378	0.8378839590443686	0.013651877133105802	0.0017064846416382253
22	22	22	22	22	44831f81bb84afa6999392849b85b4f4	FEMALE	"35-49




"	2.3142857142857145	2.5619047619047617	2.619047619047619	0.5904761904761905	1.6666666666666667	143.04761904761904	0.6190476190476191	0.19047619047619047	0	0.11428571428571427	75.0	0.47619047619047616	0.23809523809523808	0.580952380952381	0.0	0.009523809523809525	1.3904761904761904	0.6952380952380952	0.0380952380952381	0.009523809523809525	0.0	0.047619047619047616	1.4190476190476191	0.5428571428571428	3.6	0.08571428571428572	0.0	0.0	0.08571428571428572	0.09523809523809523	0.12380952380952381	0.01904761904761905	0.0	0.02857142857142857	0.0	0.2571428571428571	0.0	0.21904761904761905	0.01904761904761905	0.4095238095238095	0.047619047619047616	0.17142857142857143	0.2761904761904762	0.0	0.0380952380952381	0.0	0.0380952380952381	0.2761904761904762	0.3047619047619048	0.05714285714285714	0.05714285714285714	0.8761904761904762	0.0380952380952381	
23	23	23	23	23	60959f926480ec1e4a3c8c41071779a1	FEMALE	"50-64




"	1.425	1.5375	1.5375	1.775	2.95	104.175	0.525	0.275	0	0.1375	0.0	0.55	0.275	0.575	0.0	0.15	1.15	0.65	0.025	0.025	0.0	0.025	2.425	0.55	1.775	0.0	0.0	0.0	0.15	0.025	0.1	0.025	0.0	0.0	0.0	0.15	0.0	0.225	0.0	0.125	0.075	0.15	0.25	0.0	0.025	0.0	0.025	0.575	0.625	0.05	0.025	1.15	0.025	
24	24	24	24	24	8d3d3a9d09bea220b5a99945f57c2910	FEMALE	"25-34




"	0.6990000000000001	0.968	1.007	0.7170000000000001	3.202	89.20299999999997	0.423	0.508	0	0.013	50.53449951409134	0.964	0.154	1.031	0.018	0.002	1.273	0.903	0.027	0.026	0.0	0.143	2.31	0.605	1.415	0.003	0.016	0.0	1.37	0.29	0.884	0.034	0.0	0.088	0.0	0.362	0.08	0.766	0.308	0.433	0.203	0.644	0.403	0.044	0.095	0.0	0.115	0.437	1.331	0.104	0.011	0.766		
25	25	25	25	25	9f66d67322dbc62a5b6ff42867bc3fe1	MALE	"35-49




"	1.2073394495412844	1.3963302752293578	1.4256880733944954	0.4568807339449542	2.020183486238532	133.15229357798165	0.4311926605504587	0.3779816513761468	0	0.02935779816513762	66.0086663456909	0.5339449541284403	0.2	0.7779816513761468	0.02018348623853211	0.007339449541284404	1.6642201834862385	1.1761467889908257	0.04954128440366973	0.027522935779816515	0.0	0.1614678899082569	2.1926605504587156	0.8990825688073395	1.618348623853211	0.011009174311926606	0.001834862385321101	0.0	0.48440366972477067	0.13394495412844037	0.48807339449541287	0.01834862385321101	0.003669724770642202	0.031192660550458717	0.0	0.3211009174311927	0.012844036697247707	0.5137614678899083	0.13944954128440368	0.3394495412844037	0.24036697247706423	0.3577981651376147	0.27155963302752295	0.045871559633027525	0.08623853211009175	0.0	0.06972477064220184	0.25137614678899084	0.5376146788990825	0.1669724770642202	0.1559633027522936	0.48256880733944957	0.012844036697247707	
26	26	26	26	26	52d582497ed56183efaf715e3988b628	FEMALE	"35-49




"	1.0576923076923077	1.1730769230769231	1.1923076923076923	0.9230769230769232	2.6923076923076925	109.07692307692308	0.7692307692307693	0.5384615384615384	0	0.3269230769230769	0.0	0.38461538461538464	0.19230769230769232	0.8076923076923077	0.0	0.34615384615384615	0.7692307692307693	0.8461538461538461	0.0	0.038461538461538464	0.0	0.07692307692307693	2.3461538461538463	0.46153846153846156	2.3461538461538463	0.0	0.0	0.0	0.11538461538461539	0.07692307692307693	0.2692307692307692	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.23076923076923078	0.11538461538461539	0.07692307692307693	0.038461538461538464	0.07692307692307693	0.19230769230769232	0.0	0.07692307692307693	0.0	0.038461538461538464	0.2692307692307692	0.19230769230769232	0.15384615384615385	0.2692307692307692	1.4615384615384615		
27	27	27	27	27	3de105c51ab70cbf61df2b36fb5a0fd4	FEMALE	"35-49




"	0.6714116251482799	0.8196915776986952	0.8410438908659549	0.18030842230130487	2.1743772241992882	101.27283511269276	0.8113879003558719	0.6690391459074733	0	0.021352313167259787	47.466467958271245	0.6797153024911032	0.5077105575326216	0.6014234875444839	0.0071174377224199285	0.0011862396204033216	1.4377224199288257	0.4709371293001186	0.02372479240806643	0.014234875444839857	0.0	0.10201660735468565	1.3890865954922895	0.4875444839857651	3.176749703440095	0.07473309608540925	0.0011862396204033216	0.0	0.5421115065243179	0.199288256227758	0.2443653618030842	0.0035587188612099642	0.002372479240806643	0.042704626334519574	0.0011862396204033216	0.2680901542111507	0.0035587188612099642	0.505338078291815	0.10913404507710557	0.3701067615658363	0.06998813760379596	0.16488730723606168	0.17556346381969157	0.0166073546856465	0.0711743772241993	0.0	0.09845788849347568	0.2265717674970344	0.8220640569395018	0.0071174377224199285	0.0035587188612099642	0.8030842230130486		
28	28	28	28	28	9329caf2caea60408f9991da66026e3d	MALE	"35-49




"	0.6515151515151515	0.7424242424242424	0.7462121212121212	0.875	2.8636363636363638	109.51515151515152	0.3181818181818182	0.5265151515151515	0	0.03787878787878788	0.0	0.571969696969697	0.20454545454545456	0.5151515151515151	0.007575757575757576	0.03409090909090909	0.5984848484848485	0.8901515151515151	0.03409090909090909	0.007575757575757576	0.0	0.05303030303030303	2.9886363636363638	0.3106060606060606	2.8295454545454546	0.015151515151515152	0.003787878787878788	0.0	0.2916666666666667	0.08333333333333333	0.32196969696969696	0.0	0.003787878787878788	0.022727272727272728	0.0	0.16287878787878787	0.007575757575757576	0.32954545454545453	0.1893939393939394	0.08712121212121213	0.06439393939393939	0.1856060606060606	0.3143939393939394	0.011363636363636364	0.041666666666666664	0.0	0.022727272727272728	0.42424242424242425	1.143939393939394	0.10984848484848485	0.04924242424242424	0.7803030303030303	0.015151515151515152	
29	29	29	29	29	44be30b800f13facaed7cda823976bf1	FEMALE	"25-34




"	0.3859470468431772	0.4643584521384929	0.4918533604887984	0.23421588594704684	1.8248472505091649	65.63136456211812	0.3869653767820774	0.6435845213849287	0	0.009164969450101831	0.0	0.3075356415478615	0.11405295315682282	0.2606924643584521	0.002036659877800407	0.09775967413441955	0.48879837067209775	0.4134419551934827	0.010183299389002037	0.008146639511201629	0.0	0.02240325865580448	1.6761710794297353	0.2158859470468432	1.1975560081466394	0.002036659877800407	0.002036659877800407	0.0	0.2606924643584521	0.06109979633401222	0.17515274949083504	0.002036659877800407	0.002036659877800407	0.006109979633401222	0.002036659877800407	0.09775967413441955	0.006109979633401222	0.1425661914460285	0.09368635437881874	0.09775967413441955	0.04073319755600815	0.11812627291242363	0.10590631364562118	0.002036659877800407	0.020366598778004074	0.0	0.026476578411405296	0.0855397148676171	0.6008146639511202	0.20977596741344195	0.0855397148676171	0.6109979633401222	0.002036659877800407	
30	30	30	30	30	cefc4df9c5692bdf3d27d2195211c637	FEMALE	"50-64




"	0.8802325581395349	1.0558139534883721	1.0709302325581396	0.8720930232558141	2.6965116279069767	85.89883720930233	0.4895348837209302	0.5883720930232558	0	0.0069767441860465115	61.09061090610906	0.6476744186046511	0.16395348837209303	0.6453488372093024	0.009302325581395349	0.005813953488372093	1.1313953488372093	0.7895348837209303	0.03255813953488372	0.03604651162790698	0.0	0.14651162790697675	2.1930232558139533	0.5232558139534884	1.4511627906976745	0.012790697674418604	0.004651162790697674	0.0	0.5790697674418605	0.11976744186046512	0.5116279069767442	0.01744186046511628	0.00813953488372093	0.04883720930232558	0.0	0.19534883720930232	0.03604651162790698	0.4476744186046512	0.1941860465116279	0.22906976744186047	0.18023255813953487	0.3209302325581395	0.27906976744186046	0.018604651162790697	0.06511627906976744	0.0	0.047674418604651166	0.2686046511627907	1.3011627906976744	0.02558139534883721	0.022093023255813953	0.7662790697674419	0.0069767441860465115	
31	31	31	31	31	130f9ea58dcdaec12e6faf6d51aef8e9	FEMALE	"35-49




"	1.6176470588235294	1.7352941176470589	1.7647058823529411	1.6764705882352942	2.117647058823529	121.97058823529413	0.7058823529411765	0.14705882352941174	0	0.19117647058823528	0.0	0.5294117647058824	0.29411764705882354	0.8529411764705882	0.0	0.14705882352941177	1.0	0.7647058823529411	0.058823529411764705	0.029411764705882353	0.0	0.029411764705882353	2.764705882352941	0.6176470588235294	2.9705882352941178	0.0	0.0	0.0	0.5294117647058824	0.23529411764705882	0.20588235294117646	0.0	0.0	0.0	0.0	0.2647058823529412	0.0	0.4411764705882353	0.17647058823529413	0.17647058823529413	0.029411764705882353	0.38235294117647056	0.29411764705882354	0.029411764705882353	0.0	0.0	0.11764705882352941	0.47058823529411764	0.6764705882352942	0.058823529411764705	0.029411764705882353	0.6176470588235294	0.029411764705882353	
